,Bell No,Actual Time,Confidence
547,3,201100.0,1.0
548,2,201370.0,0.8965897787944265
549,8,201830.0,1.0
550,4,202040.0,1.0
551,6,202270.0,0.9922217325681179
552,5,202520.0,1.0
553,3,202850.0,0.9551068475380872
554,1,203130.0,0.9883553050206622
555,2,203290.0,0.9929206064763656
556,7,203510.0,0.9013090306428542
557,4,203830.0,1.0
558,8,204200.0,0.9820729656975172
559,6,204400.0,0.9759319627183481
560,3,204770.0,1.0
561,5,205100.0,1.0
562,2,205350.0,0.21514039142088115
563,1,205660.0,0.9520059977766655
564,4,205940.0,0.9016593694061079
565,7,206120.0,0.9668043757220098
566,6,206440.0,0.9735437444808265
567,8,206790.0,0.9710384364084123
568,3,207010.0,1.0
569,2,207180.0,1.0
570,5,207570.0,1.0
571,1,207840.0,0.9198454340885733
572,7,208030.0,1.0
573,4,208290.0,1.0
574,8,208600.0,1.0
575,6,208820.0,1.0
576,2,209190.0,0.7635411271661686
577,3,209630.0,1.0
578,1,209840.0,0.9937299358228303
579,5,210120.0,0.9676760640192633
580,4,210300.0,0.9624669439410725
581,7,210640.0,1.0
582,6,210980.0,0.9165098707088916
583,8,211140.0,0.9481310137520905
584,2,211500.0,0.37596517068411284
585,1,211690.0,0.9508977914126594
586,3,212000.0,1.0
587,4,212270.0,1.0
588,5,212410.0,0.922570751869561
589,6,212740.0,0.9904807054803721
590,7,213040.0,1.0
591,8,213320.0,0.9481299176200406
592,1,213870.0,0.7273334944735805
593,2,213990.0,1.0
594,3,214640.0,0.4611554809438966
595,4,214690.0,1.0
596,5,214850.0,1.0
597,6,215070.0,0.9234831861531201
598,7,215400.0,0.9707553144597882
599,8,215590.0,0.6792434475254598
600,1,215970.0,0.9681528523801876
601,2,216140.0,0.9525103136274461
602,3,216440.0,1.0
603,4,216760.0,0.9403767317311891
604,5,216960.0,1.0
605,6,217290.0,0.5622331333097144
606,7,217390.0,0.9880599262518867
607,8,217760.0,1.0
608,1,218210.0,0.985285224175168
609,2,218490.0,0.8656367948992691
610,3,218890.0,0.7675294097469161
611,4,219030.0,0.8824726645184527
612,5,219240.0,1.0
613,6,219540.0,1.0
614,7,219740.0,0.9779469803910683
615,8,220030.0,0.9770712609097693
616,1,220350.0,1.0
617,2,220640.0,1.0
618,3,220910.0,0.8612642909737663
619,4,221120.0,1.0
620,5,221370.0,1.0
621,6,221690.0,0.8304499580282818
622,7,221870.0,0.9790638803570851
623,8,222320.0,0.9894631473980209
624,1,222630.0,1.0
625,2,222900.0,0.9028319769419335
626,3,223210.0,0.8992746569767508
627,4,223510.0,0.9475836227672989
628,5,223650.0,1.0
629,6,223930.0,1.0
630,7,224190.0,0.9633896961228592
631,8,224540.0,1.0
632,1,224830.0,1.0
633,2,224950.0,0.7469747846560949
634,3,225360.0,0.9184328463607532
635,4,225470.0,0.9953121835613096
636,5,225820.0,1.0
637,6,226110.0,0.9778894519197188
638,7,226280.0,1.0
639,8,226640.0,0.9696025080195015
640,1,227110.0,0.8784066767946979
641,2,227380.0,0.9410125533045389
642,3,227600.0,0.8697363287112375
643,4,227880.0,0.979608159051882
644,5,228100.0,0.9785517270209289
645,6,228410.0,0.7948099071142763
646,7,228620.0,1.0
647,8,228890.0,1.0
648,1,229220.0,1.0
649,2,229390.0,0.9857329878210378
650,3,229830.0,0.9551578222002631
651,4,229940.0,1.0
652,5,230240.0,0.9937530161620536
653,6,230480.0,1.0
654,7,230800.0,1.0
655,8,231050.0,0.978338032254651
656,1,231440.0,0.8111071050185206
657,2,231680.0,1.0
658,3,232060.0,0.6495842034334692
659,4,232210.0,1.0
660,5,232550.0,0.9824857325993918
661,6,232840.0,1.0
662,7,233170.0,1.0
663,8,233410.0,1.0
664,1,233500.0,0.9524612086390607
665,2,234030.0,0.6648727278595741
666,3,234120.0,0.9241454722315757
667,4,234310.0,0.8379136599359862
668,5,234600.0,0.986407143376798
669,6,234880.0,0.9876431030065594
670,7,235250.0,1.0
671,8,235600.0,1.0
672,1,235940.0,0.9313018095482785
673,3,236490.0,0.9112625706211993
674,4,236720.0,1.0
675,2,236780.0,0.18578120070647225
676,5,236970.0,1.0
677,6,237220.0,0.9896020701075348
678,7,237460.0,0.928515801318238
679,8,237790.0,0.98321141585406
680,1,238100.0,1.0
681,2,238320.0,0.9843554815701285
682,3,238610.0,1.0
683,4,238840.0,1.0
684,5,239050.0,0.9936929589726441
685,6,239380.0,1.0
686,7,239740.0,1.0
687,8,239860.0,0.33295045201049317
688,1,240450.0,0.8708774925493508
689,2,240650.0,0.9564754003093535
690,3,240940.0,0.3812361033668932
691,4,241250.0,1.0
692,5,241450.0,0.9597351108608805
693,6,241720.0,1.0
694,7,241950.0,0.907120156353413
695,8,242220.0,0.9168508013683958
696,1,242540.0,0.9926981926134271
697,2,242760.0,0.9415274949154129
698,3,243120.0,1.0
699,4,243300.0,0.9952058547544673
700,5,243520.0,0.9877251270882068
701,6,243910.0,0.8820389158066365
702,7,244150.0,0.9794613641929559
703,8,244460.0,0.9665405847544251
