Name,Stage,Lead Length,Place Notation,Type,Interior Notation,Hunt Number
Nottinghamshire Bob Doubles,5,10,"5.145.125.123.5,125",P,5.145.125.123.5.123.125.145.5.125,1
Shropshire Bob Doubles,5,10,"345.145.5.3.5,125",P,345.145.5.3.5.3.5.145.345.125,1
Warwickshire Bob Doubles,5,10,"345.145.125.3.5,125",P,345.145.125.3.5.3.125.145.345.125,1
Dragon Place Doubles,5,10,"3.145.125.123.5,125",P,3.145.125.123.5.123.125.145.3.125,1
Shipway Place Doubles,5,10,"3.145.5.1.5,125",P,3.145.5.1.5.1.5.145.3.125,1
Blackburn Place Doubles,5,10,"3.145.5.123.5,125",P,3.145.5.123.5.123.5.145.3.125,1
Huntley Place Doubles,5,10,"345.1.125.123.5,125",P,345.1.125.123.5.123.125.1.345.125,1
Reverse Canterbury Pleasure Place Doubles,5,10,"345.1.5.1.5,125",P,345.1.5.1.5.1.5.1.345.125,1
Winchendon Place Doubles,5,10,"345.1.5.123.5,125",P,345.1.5.123.5.123.5.1.345.125,1
Caithness Old Place Doubles,5,10,"345.1.125.3.145,125",P,345.1.125.3.145.3.125.1.345.125,1
Lavender Place Doubles,5,10,"345.145.125.1.5,125",P,345.145.125.1.5.1.125.145.345.125,1
Suffolk Place Doubles,5,10,"345.145.5.123.5,125",P,345.145.5.123.5.123.5.145.345.125,1
Worcestershire Place Doubles,5,10,"345.145.125.123.5,125",P,345.145.125.123.5.123.125.145.345.125,1
Breaston Bob Doubles,5,10,"3,1.5.1.125.3",P,3.1.5.1.125.3.125.1.5.1,2
Grandsire Doubles,5,10,"3,1.5.1.5.1",P,3.1.5.1.5.1.5.1.5.1,2
Spondon Bob Doubles,5,10,"3,145.5.1.5.3",P,3.145.5.1.5.3.5.1.5.145,2
Antelope Place Doubles,5,10,"3,145.5.1.5.1",P,3.145.5.1.5.1.5.1.5.145,2
Bastow Little Bob Minor,6,4,"-12,16",P,-12-16,1
Kent Little Bob Minor,6,4,"34.12,16",P,34.12.34.16,1
Little Fransham Little Bob Minor,6,6,"34.16.34,12",P,34.16.34.16.34.12,1
Un-Saiph Little Bob Minor,6,6,"-16.36,12",P,-16.36.16-12,1
Stratton Strawless Platinum Jubilee Little Bob Minor,6,6,"-16.36,16",P,-16.36.16-16,1
Gonville Little Treble Bob Minor,6,8,"34-34.12,16",T,34-34.12.34-34.16,1
Hinton Parva Little Bob Minor,6,8,"-14-34,16",P,-14-34-14-16,1
Little Bob Minor,6,8,"-16-14,12",P,-16-14-16-12,1
Crayford Little Bob Minor,6,8,"-16-14,16",P,-16-14-16-16,1
Barking Little Bob Minor,6,8,"-16-34,12",P,-16-34-16-12,1
Canterbury Little Bob Minor,6,8,"34.16-14,12",P,34.16-14-16.34.12,1
Belvedere Little Bob Minor,6,8,"34.16-34,12",P,34.16-34-16.34.12,1
St Lawrence Little Bob Minor,6,8,"36.14-14,12",P,36.14-14-14.36.12,1
Bramford Little Bob Minor,6,8,"36.14-34,12",P,36.14-34-14.36.12,1
Cambray Little Place Minor,6,8,"-16.56.14,16",P,-16.56.14.56.16-16,1
Little Little Little Little Little Little Penultimus Little Place Minor,6,10,"-16-16.56,16",P,-16-16.56.16-16-16,1
Quintus Little Bob Minor,6,10,"-16-16.56,12",P,-16-16.56.16-16-12,1
North Downs Little Treble Bob Minor,6,12,"-36-34-12,16",T,-36-34-12-34-36-16,1
South Downs Little Treble Bob Minor,6,12,"-36-56-12,16",T,-36-56-12-56-36-16,1
Quarr Bob Minor,6,12,"-14-1236-16,16",P,-14-1236-16-1236-14-16,1
Newton Bob Minor,6,12,"-14-1236-36,12",P,-14-1236-36-1236-14-12,1
Pinehurst Bob Minor,6,12,"-14-1236-56,12",P,-14-1236-56-1236-14-12,1
Westlecott Bob Minor,6,12,"-14-1236-56,16",P,-14-1236-56-1236-14-16,1
Stonea Bob Minor,6,12,"-14-1236.12.36,12",P,-14-1236.12.36.12.1236-14-12,1
Allerton Bob Minor,6,12,"-14-1236.12.56,12",P,-14-1236.12.56.12.1236-14-12,1
Hereward the Wake Bob Minor,6,12,"-14-1236.12.56,16",P,-14-1236.12.56.12.1236-14-16,1
Paisley Bob Minor,6,12,"-14-1236.1234.56,12",P,-14-1236.1234.56.1234.1236-14-12,1
Monks of Ely Bob Minor,6,12,"-14-1236.1234.56,16",P,-14-1236.1234.56.1234.1236-14-16,1
Palmer Bob Minor,6,12,"-14-1236.14.36,16",P,-14-1236.14.36.14.1236-14-16,1
Pettistree Bob Minor,6,12,"-14-1236.34.16,16",P,-14-1236.34.16.34.1236-14-16,1
Whitchurch Bob Minor,6,12,"-14-1236.34.56,12",P,-14-1236.34.56.34.1236-14-12,1
Moab Bob Minor,6,12,"-14-1236.34.56,16",P,-14-1236.34.56.34.1236-14-16,1
Single Oxford Bob Minor,6,12,"-14-16-16,12",P,-14-16-16-16-14-12,1
Single Court Bob Minor,6,12,"-14-16-16,16",P,-14-16-16-16-14-16,1
Wenlock Bob Minor,6,12,"-14-16-56,16",P,-14-16-56-16-14-16,1
Crick Bob Minor,6,12,"-14-16.14.56,12",P,-14-16.14.56.14.16-14-12,1
Dorney Court Bob Minor,6,12,"-14-16.34.16,16",P,-14-16.34.16.34.16-14-16,1
Barking Mad Bob Minor,6,12,"-14-16.34.36,16",P,-14-16.34.36.34.16-14-16,1
Selkirk Bob Minor,6,12,"-14-16.34.56,16",P,-14-16.34.56.34.16-14-16,1
Hereward Bob Minor,6,12,"-14-36-16,12",P,-14-36-16-36-14-12,1
Stanstead Bob Minor,6,12,"-14-36-36,12",P,-14-36-36-36-14-12,1
London Bob Minor,6,12,"-14-36-56,16",P,-14-36-56-36-14-16,1
Ewenny Bob Minor,6,12,"-14-36.12.36,12",P,-14-36.12.36.12.36-14-12,1
Thelwall Bob Minor,6,12,"-14-36.12.56,12",P,-14-36.12.56.12.36-14-12,1
Lytham Bob Minor,6,12,"-14-36.12.56,16",P,-14-36.12.56.12.36-14-16,1
Armitage Bob Minor,6,12,"-14-36.1234.56,12",P,-14-36.1234.56.1234.36-14-12,1
Edom Bob Minor,6,12,"-14-36.1234.56,16",P,-14-36.1234.56.1234.36-14-16,1
Garswood Bob Minor,6,12,"-14-36.14.16,16",P,-14-36.14.16.14.36-14-16,1
Xanten Bob Minor,6,12,"-14-36.14.56,12",P,-14-36.14.56.14.36-14-12,1
Super Court Bob Minor,6,12,"-14-36.34.56,12",P,-14-36.34.56.34.36-14-12,1
Judah Bob Minor,6,12,"-14-36.34.56,16",P,-14-36.34.56.34.36-14-16,1
Warkton Bob Minor,6,12,"-14.12.1236-16,12",P,-14.12.1236-16-1236.12.14-12,1
Jacobs Ladder Bob Minor,6,12,"-14.12.1236-36,12",P,-14.12.1236-36-1236.12.14-12,1
Edge Hill Bob Minor,6,12,"-14.12.1236-56,12",P,-14.12.1236-56-1236.12.14-12,1
Vermuyden Bob Minor,6,12,"-14.12.1236-56,16",P,-14.12.1236-56-1236.12.14-16,1
Crown Court Bob Minor,6,12,"-14.12.1236.34.56,12",P,-14.12.1236.34.56.34.1236.12.14-12,1
Earith Bob Minor,6,12,"-14.12.1236.34.56,16",P,-14.12.1236.34.56.34.1236.12.14-16,1
Trick or Treat Bob Minor,6,12,"-14.12.16-16,12",P,-14.12.16-16-16.12.14-12,1
Great Addington Bob Minor,6,12,"-14.12.16-36,12",P,-14.12.16-36-16.12.14-12,1
Potterhanworth Bob Minor,6,12,"-14.12.16-56,12",P,-14.12.16-56-16.12.14-12,1
Sarasota Bob Minor,6,12,"-14.12.16.34.56,12",P,-14.12.16.34.56.34.16.12.14-12,1
Manea Bob Minor,6,12,"-14.12.36-36,12",P,-14.12.36-36-36.12.14-12,1
Kemerton Bob Minor,6,12,"-14.12.36-56,12",P,-14.12.36-56-36.12.14-12,1
Overbury Bob Minor,6,12,"-14.12.36-56,16",P,-14.12.36-56-36.12.14-16,1
Barbecue Bob Minor,6,12,"-14.12.36.12.16,12",P,-14.12.36.12.16.12.36.12.14-12,1
Pecks Court Bob Minor,6,12,"-14.12.36.12.36,12",P,-14.12.36.12.36.12.36.12.14-12,1
Corse Bob Minor,6,12,"-14.12.36.12.56,12",P,-14.12.36.12.56.12.36.12.14-12,1
Staunton Bob Minor,6,12,"-14.12.36.12.56,16",P,-14.12.36.12.56.12.36.12.14-16,1
Evison Bob Minor,6,12,"-14.12.36.1234.56,12",P,-14.12.36.1234.56.1234.36.12.14-12,1
Hough-on-the-Hill Bob Minor,6,12,"-14.12.36.1234.56,16",P,-14.12.36.1234.56.1234.36.12.14-16,1
Charlton Park Bob Minor,6,12,"-14.12.36.14.36,16",P,-14.12.36.14.36.14.36.12.14-16,1
Crook Bob Minor,6,12,"-14.12.36.34.56,12",P,-14.12.36.34.56.34.36.12.14-12,1
Syston Drift Bob Minor,6,12,"-14.12.36.34.56,16",P,-14.12.36.34.56.34.36.12.14-16,1
Misael Bob Minor,6,12,"-14.1256.1236-36,12",P,-14.1256.1236-36-1236.1256.14-12,1
Hammerton Street Bob Minor,6,12,"-14.1256.1236-56,12",P,-14.1256.1236-56-1236.1256.14-12,1
Hull Botanic Gardens Bob Minor,6,12,"-14.1256.1236.34.56,12",P,-14.1256.1236.34.56.34.1236.1256.14-12,1
Wiggenhall St Mary the Virgin Bob Minor,6,12,"-14.1256.36-36,12",P,-14.1256.36-36-36.1256.14-12,1
Turncock Bob Minor,6,12,"-14.1256.36.12.36,12",P,-14.1256.36.12.36.12.36.1256.14-12,1
Shields Road Bob Minor,6,12,"-14.1256.36.12.56,12",P,-14.1256.36.12.56.12.36.1256.14-12,1
Carlisle Kingmoor Bob Minor,6,12,"-14.1256.36.1234.56,12",P,-14.1256.36.1234.56.1234.36.1256.14-12,1
Orpington Bob Minor,6,12,"-14.1256.36.34.56,12",P,-14.1256.36.34.56.34.36.1256.14-12,1
Chatteris Bob Minor,6,12,"-14.56.1236-36,12",P,-14.56.1236-36-1236.56.14-12,1
Derby Etches Park Bob Minor,6,12,"-14.56.1236-56,12",P,-14.56.1236-56-1236.56.14-12,1
The Undertakers Bob Minor,6,12,"-14.56.1236.12.36,12",P,-14.56.1236.12.36.12.1236.56.14-12,1
Old Oak Common Bob Minor,6,12,"-14.56.1236.12.56,12",P,-14.56.1236.12.56.12.1236.56.14-12,1
Ripple Lane Bob Minor,6,12,"-14.56.1236.1234.56,12",P,-14.56.1236.1234.56.1234.1236.56.14-12,1
Corkerhill Bob Minor,6,12,"-14.56.1236.34.56,12",P,-14.56.1236.34.56.34.1236.56.14-12,1
Single Ashford Chart Leacon Bob Minor,6,12,"-14.56.16-16,12",P,-14.56.16-16-16.56.14-12,1
Death by Chocolate Bob Minor,6,12,"-14.56.36-16,12",P,-14.56.36-16-36.56.14-12,1
Somersham Bob Minor,6,12,"-14.56.36-36,12",P,-14.56.36-36-36.56.14-12,1
Hall Road Bob Minor,6,12,"-14.56.36-56,12",P,-14.56.36-56-36.56.14-12,1
Isle of Ely Bob Minor,6,12,"-14.56.36.12.36,12",P,-14.56.36.12.36.12.36.56.14-12,1
Birkenhead Mollington Street Bob Minor,6,12,"-14.56.36.12.56,12",P,-14.56.36.12.56.12.36.56.14-12,1
Slade Green Bob Minor,6,12,"-14.56.36.1234.56,12",P,-14.56.36.1234.56.1234.36.56.14-12,1
Kentisbeare Bob Minor,6,12,"-14.56.36.14.56,12",P,-14.56.36.14.56.14.36.56.14-12,1
Neville Hill Bob Minor,6,12,"-14.56.36.34.56,12",P,-14.56.36.34.56.34.36.56.14-12,1
Radley Bob Minor,6,12,"-1456-1236-36,12",P,-1456-1236-36-1236-1456-12,1
Northcourt Bob Minor,6,12,"-1456-1236-36,16",P,-1456-1236-36-1236-1456-16,1
Nordelph Bob Minor,6,12,"-1456-1236.12.36,12",P,-1456-1236.12.36.12.1236-1456-12,1
Wimborne Minster Bob Minor,6,12,"-1456-1236.12.56,12",P,-1456-1236.12.56.12.1236-1456-12,1
Tarbock Green Bob Minor,6,12,"-1456-1236.1234.56,12",P,-1456-1236.1234.56.1234.1236-1456-12,1
Speke Bob Minor,6,12,"-1456-1236.34.56,12",P,-1456-1236.34.56.34.1236-1456-12,1
Nicholaston Bob Minor,6,12,"-1456-16-16,12",P,-1456-16-16-16-1456-12,1
Margam Bob Minor,6,12,"-1456-16-36,16",P,-1456-16-36-16-1456-16,1
Completely and Utterly Insane Bob Minor,6,12,"-1456-16.34.36,16",P,-1456-16.34.36.34.16-1456-16,1
Langdale Bob Minor,6,12,"-1456-36-16,12",P,-1456-36-16-36-1456-12,1
Llanwern Bob Minor,6,12,"-1456-36-16,16",P,-1456-36-16-36-1456-16,1
Rosehill Bob Minor,6,12,"-1456-36-36,12",P,-1456-36-36-36-1456-12,1
Briercliffe Bob Minor,6,12,"-1456-36-36,16",P,-1456-36-36-36-1456-16,1
Winchester College Bob Minor,6,12,"-1456-36-56,12",P,-1456-36-56-36-1456-12,1
Hanney Bob Minor,6,12,"-1456-36.12.36,12",P,-1456-36.12.36.12.36-1456-12,1
Cassington Bob Minor,6,12,"-1456-36.12.36,16",P,-1456-36.12.36.12.36-1456-16,1
Christchurch Bob Minor,6,12,"-1456-36.12.56,12",P,-1456-36.12.56.12.36-1456-12,1
Eccleston Park Bob Minor,6,12,"-1456-36.1234.56,12",P,-1456-36.1234.56.1234.36-1456-12,1
Thirlmere Bob Minor,6,12,"-1456-36.14.56,12",P,-1456-36.14.56.14.36-1456-12,1
Webbs Wonder Bob Minor,6,12,"-1456-36.34.56,12",P,-1456-36.34.56.34.36-1456-12,1
Ananias Bob Minor,6,12,"-1456.12.1236-36,12",P,-1456.12.1236-36-1236.12.1456-12,1
Hayling Island Bob Minor,6,12,"-1456.12.1236-56,12",P,-1456.12.1236-56-1236.12.1456-12,1
Halewood Bob Minor,6,12,"-1456.12.1236.34.56,12",P,-1456.12.1236.34.56.34.1236.12.1456-12,1
Big John Bob Minor,6,12,"-1456.12.16-36,12",P,-1456.12.16-36-16.12.1456-12,1
Weekley Bob Minor,6,12,"-1456.12.16-56,12",P,-1456.12.16-56-16.12.1456-12,1
Tipps End Bob Minor,6,12,"-1456.12.36-36,12",P,-1456.12.36-36-36.12.1456-12,1
Lee-on-the-Solent Bob Minor,6,12,"-1456.12.36-56,12",P,-1456.12.36-56-36.12.1456-12,1
Bence's Birthday Bob Minor,6,12,"-1456.12.36.12.16,12",P,-1456.12.36.12.16.12.36.12.1456-12,1
Sixteen Foot Bob Minor,6,12,"-1456.12.36.12.36,12",P,-1456.12.36.12.36.12.36.12.1456-12,1
Spithead Bob Minor,6,12,"-1456.12.36.12.56,12",P,-1456.12.36.12.56.12.36.12.1456-12,1
Garston Bob Minor,6,12,"-1456.12.36.1234.56,12",P,-1456.12.36.1234.56.1234.36.12.1456-12,1
Hunts Cross Bob Minor,6,12,"-1456.12.36.34.56,12",P,-1456.12.36.34.56.34.36.12.1456-12,1
Azarias Bob Minor,6,12,"-1456.1256.1236-36,12",P,-1456.1256.1236-36-1236.1256.1456-12,1
Wavertree Technology Park Bob Minor,6,12,"-1456.1256.1236-56,16",P,-1456.1256.1236-56-1236.1256.1456-16,1
Whins Brow Bob Minor,6,12,"-1456.1256.1236.34.56,12",P,-1456.1256.1236.34.56.34.1236.1256.1456-12,1
Prescot Bob Minor,6,12,"-1456.1256.1236.34.56,16",P,-1456.1256.1236.34.56.34.1236.1256.1456-16,1
Wiggenhall St Mary Magdalene Bob Minor,6,12,"-1456.1256.36-36,12",P,-1456.1256.36-36-36.1256.1456-12,1
Tarnbrook Bob Minor,6,12,"-1456.1256.36-56,12",P,-1456.1256.36-56-36.1256.1456-12,1
Huyton Bob Minor,6,12,"-1456.1256.36-56,16",P,-1456.1256.36-56-36.1256.1456-16,1
Lots Bridge Bob Minor,6,12,"-1456.1256.36.12.36,12",P,-1456.1256.36.12.36.12.36.1256.1456-12,1
Upper Brow Top Bob Minor,6,12,"-1456.1256.36.12.56,12",P,-1456.1256.36.12.56.12.36.1256.1456-12,1
The Priory Hospital Bob Minor,6,12,"-1456.1256.36.12.56,16",P,-1456.1256.36.12.56.12.36.1256.1456-16,1
Caton Moor Bob Minor,6,12,"-1456.1256.36.1234.56,12",P,-1456.1256.36.1234.56.1234.36.1256.1456-12,1
Haylot Fell Bob Minor,6,12,"-1456.1256.36.34.56,12",P,-1456.1256.36.34.56.34.36.1256.1456-12,1
Edgbaston Old Church Bob Minor,6,12,"-1456.1256.36.34.56,16",P,-1456.1256.36.34.56.34.36.1256.1456-16,1
Huntingdonshire Bob Minor,6,12,"-1456.56.1236-36,12",P,-1456.56.1236-36-1236.56.1456-12,1
Dolphinholme Bob Minor,6,12,"-1456.56.1236-56,12",P,-1456.56.1236-56-1236.56.1456-12,1
Broad Green Bob Minor,6,12,"-1456.56.1236-56,16",P,-1456.56.1236-56-1236.56.1456-16,1
Grunty Fen Bob Minor,6,12,"-1456.56.1236.12.36,12",P,-1456.56.1236.12.36.12.1236.56.1456-12,1
Marshaw Bob Minor,6,12,"-1456.56.1236.12.56,12",P,-1456.56.1236.12.56.12.1236.56.1456-12,1
St Helens Central Bob Minor,6,12,"-1456.56.1236.12.56,16",P,-1456.56.1236.12.56.12.1236.56.1456-16,1
Wolfhole Crag Bob Minor,6,12,"-1456.56.1236.1234.56,12",P,-1456.56.1236.1234.56.1234.1236.56.1456-12,1
Clougha Pike Bob Minor,6,12,"-1456.56.1236.34.56,12",P,-1456.56.1236.34.56.34.1236.56.1456-12,1
Liverpool Lime Street Bob Minor,6,12,"-1456.56.1236.34.56,16",P,-1456.56.1236.34.56.34.1236.56.1456-16,1
Single Brookhouse Bob Minor,6,12,"-1456.56.16-16,12",P,-1456.56.16-16-16.56.1456-12,1
Suke Bob Minor,6,12,"-1456.56.36-16,12",P,-1456.56.36-16-36.56.1456-12,1
Ramsey Bob Minor,6,12,"-1456.56.36-36,12",P,-1456.56.36-36-36.56.1456-12,1
Quernmore Bob Minor,6,12,"-1456.56.36-56,12",P,-1456.56.36-56-36.56.1456-12,1
Great Barr Bob Minor,6,12,"-1456.56.36-56,16",P,-1456.56.36-56-36.56.1456-16,1
Downham-in-the-Isle Bob Minor,6,12,"-1456.56.36.12.36,12",P,-1456.56.36.12.36.12.36.56.1456-12,1
Abbeystead Bob Minor,6,12,"-1456.56.36.12.56,12",P,-1456.56.36.12.56.12.36.56.1456-12,1
BUSCR Bob Minor,6,12,"-1456.56.36.12.56,16",P,-1456.56.36.12.56.12.36.56.1456-16,1
Mallowdale Fell Bob Minor,6,12,"-1456.56.36.1234.56,12",P,-1456.56.36.1234.56.1234.36.56.1456-12,1
Birmingham Oratory Bob Minor,6,12,"-1456.56.36.1234.56,16",P,-1456.56.36.1234.56.1234.36.56.1456-16,1
Dean Prior Bob Minor,6,12,"-1456.56.36.14.56,12",P,-1456.56.36.14.56.14.36.56.1456-12,1
Hawthornthwaite Fell Bob Minor,6,12,"-1456.56.36.34.56,12",P,-1456.56.36.34.56.34.36.56.1456-12,1
Roby Bob Minor,6,12,"-1456.56.36.34.56,16",P,-1456.56.36.34.56.34.36.56.1456-16,1
Buxton Bob Minor,6,12,"-16-1236-36,12",P,-16-1236-36-1236-16-12,1
Rodbourne Bob Minor,6,12,"-16-1236-36,16",P,-16-1236-36-1236-16-16,1
King's College Bob Minor,6,12,"-16-1236-56,16",P,-16-1236-56-1236-16-16,1
Lakesend Bob Minor,6,12,"-16-1236.12.36,12",P,-16-1236.12.36.12.1236-16-12,1
Scottlethorpe Bob Minor,6,12,"-16-1236.12.56,16",P,-16-1236.12.56.12.1236-16-16,1
Rutland County Bob Minor,6,12,"-16-1236.14.56,12",P,-16-1236.14.56.14.1236-16-12,1
Floods Ferry Bob Minor,6,12,"-16-1236.34.56,16",P,-16-1236.34.56.34.1236-16-16,1
Plain Bob Minor,6,12,"-16-16-16,12",P,-16-16-16-16-16-12,1
London New Bob Minor,6,12,"-16-16-36,12",P,-16-16-36-16-16-12,1
Reverse Bob Minor,6,12,"-16-16-56,16",P,-16-16-56-16-16-16,1
Clinton Bob Minor,6,12,"-16-16.12.36,12",P,-16-16.12.36.12.16-16-12,1
High Halden Bob Minor,6,12,"-16-16.12.56,12",P,-16-16.12.56.12.16-16-12,1
Reverse Wreford Bob Minor,6,12,"-16-16.12.56,16",P,-16-16.12.56.12.16-16-16,1
New High Halden Bob Minor,6,12,"-16-16.1234.56,12",P,-16-16.1234.56.1234.16-16-12,1
Ragstone Bob Minor,6,12,"-16-16.34.16,12",P,-16-16.34.16.34.16-16-12,1
Fulbeck Bob Minor,6,12,"-16-16.34.56,12",P,-16-16.34.56.34.16-16-12,1
Canterbury Bob Minor,6,12,"-16-16.34.56,16",P,-16-16.34.56.34.16-16-16,1
Aldington Pleasure Bob Minor,6,12,"-16-36-16,12",P,-16-36-16-36-16-12,1
Bridge's Pleasure Bob Minor,6,12,"-16-36-16,16",P,-16-36-16-36-16-16,1
St Clement's College Bob Minor,6,12,"-16-36-36,12",P,-16-36-36-36-16-12,1
College Bob Minor,6,12,"-16-36-36,16",P,-16-36-36-36-16-16,1
Dewsbury Bob Minor,6,12,"-16-36-56,16",P,-16-36-56-36-16-16,1
Childwall Bob Minor,6,12,"-16-36.12.36,12",P,-16-36.12.36.12.36-16-12,1
Wavertree Bob Minor,6,12,"-16-36.12.36,16",P,-16-36.12.36.12.36-16-16,1
Jervaulx Bob Minor,6,12,"-16-36.12.56,16",P,-16-36.12.56.12.36-16-16,1
Hockwood-cum-Wilton Bob Minor,6,12,"-16-36.1234.56,16",P,-16-36.1234.56.1234.36-16-16,1
Stepney Bob Minor,6,12,"-16-36.14.36,12",P,-16-36.14.36.14.36-16-12,1
Stedman Bob Minor,6,12,"-16-36.14.36,16",P,-16-36.14.36.14.36-16-16,1
Zylverne Bob Minor,6,12,"-16-36.14.56,12",P,-16-36.14.56.14.36-16-12,1
Beckenham Bob Minor,6,12,"-16-36.34.16,12",P,-16-36.34.16.34.36-16-12,1
Nuptial Bob Minor,6,12,"-16-36.34.16,16",P,-16-36.34.16.34.36-16-16,1
Pophams Eau Bob Minor,6,12,"-16-36.34.56,16",P,-16-36.34.56.34.36-16-16,1
Cadeleigh Bob Minor,6,12,"-16.12.1236-16,12",P,-16.12.1236-16-1236.12.16-12,1
Armitage-Is-the-Name Bob Minor,6,12,"-16.12.1236-36,12",P,-16.12.1236-36-1236.12.16-12,1
Slaidburn Bob Minor,6,12,"-16.12.1236-36,16",P,-16.12.1236-36-1236.12.16-16,1
Delph Bridge Bob Minor,6,12,"-16.12.1236-56,16",P,-16.12.1236-56-1236.12.16-16,1
Baguette Bob Minor,6,12,"-16.12.1236.34.16,12",P,-16.12.1236.34.16.34.1236.12.16-12,1
Brandon Creek Bob Minor,6,12,"-16.12.1236.34.56,16",P,-16.12.1236.34.56.34.1236.12.16-16,1
Tiverton Bob Minor,6,12,"-16.12.16-56,12",P,-16.12.16-56-16.12.16-12,1
Seavington St Mary Bob Minor,6,12,"-16.12.16.34.16,12",P,-16.12.16.34.16.34.16.12.16-12,1
Brampton Ash Bob Minor,6,12,"-16.12.16.34.36,12",P,-16.12.16.34.36.34.16.12.16-12,1
St Mary Cray Bob Minor,6,12,"-16.12.16.34.56,12",P,-16.12.16.34.56.34.16.12.16-12,1
Badgeworth Bob Minor,6,12,"-16.12.36-36,12",P,-16.12.36-36-36.12.16-12,1
Elmore Bob Minor,6,12,"-16.12.36-36,16",P,-16.12.36-36-36.12.16-16,1
Thesiger Bob Minor,6,12,"-16.12.36-56,16",P,-16.12.36-56-36.12.16-16,1
Lydford Bob Minor,6,12,"-16.12.36.12.16,12",P,-16.12.36.12.16.12.36.12.16-12,1
Hempsted Bob Minor,6,12,"-16.12.36.12.36,12",P,-16.12.36.12.36.12.36.12.16-12,1
Apley Bob Minor,6,12,"-16.12.36.12.56,16",P,-16.12.36.12.56.12.36.12.16-16,1
Combe Florey Bob Minor,6,12,"-16.12.36.1234.16,12",P,-16.12.36.1234.16.1234.36.12.16-12,1
Andrew's Achievement Bob Minor,6,12,"-16.12.36.14.16,12",P,-16.12.36.14.16.14.36.12.16-12,1
Wigtoft Bob Minor,6,12,"-16.12.36.14.56,12",P,-16.12.36.14.56.14.36.12.16-12,1
Gelston Bob Minor,6,12,"-16.12.36.34.56,16",P,-16.12.36.34.56.34.36.12.16-16,1
Twatt Bob Minor,6,12,"-16.1256.1236-56,12",P,-16.1256.1236-56-1236.1256.16-12,1
Plaw Field Bob Minor,6,12,"-16.1256.1236-56,16",P,-16.1256.1236-56-1236.1256.16-16,1
Hackland Bob Minor,6,12,"-16.1256.1236.34.56,12",P,-16.1256.1236.34.56.34.1236.1256.16-12,1
Stowbridge Bob Minor,6,12,"-16.1256.1236.34.56,16",P,-16.1256.1236.34.56.34.1236.1256.16-16,1
Maidwell Bob Minor,6,12,"-16.1256.16-16,12",P,-16.1256.16-16-16.1256.16-12,1
Claremont Bob Minor,6,12,"-16.1256.16.34.16,12",P,-16.1256.16.34.16.34.16.1256.16-12,1
Kirkwall Bob Minor,6,12,"-16.1256.36-56,12",P,-16.1256.36-56-36.1256.16-12,1
Barroway Drove Bob Minor,6,12,"-16.1256.36-56,16",P,-16.1256.36-56-36.1256.16-16,1
Steer Bob Minor,6,12,"-16.1256.36.12.56,12",P,-16.1256.36.12.56.12.36.1256.16-12,1
Sedge Fen Bob Minor,6,12,"-16.1256.36.12.56,16",P,-16.1256.36.12.56.12.36.1256.16-16,1
Wilby Bob Minor,6,12,"-16.1256.36.1234.16,12",P,-16.1256.36.1234.16.1234.36.1256.16-12,1
St Margarets Hope Bob Minor,6,12,"-16.1256.36.1234.56,12",P,-16.1256.36.1234.56.1234.36.1256.16-12,1
Millennium Bob Minor,6,12,"-16.1256.36.14.16,12",P,-16.1256.36.14.16.14.36.1256.16-12,1
Tankerness Bob Minor,6,12,"-16.1256.36.34.56,12",P,-16.1256.36.34.56.34.36.1256.16-12,1
Bridge Farm Bob Minor,6,12,"-16.1256.36.34.56,16",P,-16.1256.36.34.56.34.36.1256.16-16,1
Khyber Pass Bob Minor,6,12,"-16.56.1236-56,12",P,-16.56.1236-56-1236.56.16-12,1
Runcton Holme Bob Minor,6,12,"-16.56.1236-56,16",P,-16.56.1236-56-1236.56.16-16,1
Lamb Holm Bob Minor,6,12,"-16.56.1236.12.56,12",P,-16.56.1236.12.56.12.1236.56.16-12,1
Quanea Hill Bob Minor,6,12,"-16.56.1236.12.56,16",P,-16.56.1236.12.56.12.1236.56.16-16,1
Moar Bob Minor,6,12,"-16.56.1236.1234.56,12",P,-16.56.1236.1234.56.1234.1236.56.16-12,1
St John the Evangelist Bob Minor,6,12,"-16.56.1236.14.56,12",P,-16.56.1236.14.56.14.1236.56.16-12,1
Quoyloo Bob Minor,6,12,"-16.56.1236.34.56,12",P,-16.56.1236.34.56.34.1236.56.16-12,1
London Lode Bob Minor,6,12,"-16.56.1236.34.56,16",P,-16.56.1236.34.56.34.1236.56.16-16,1
Reliant Bob Minor,6,12,"-16.56.16-56,12",P,-16.56.16-56-16.56.16-12,1
Monkton Bob Minor,6,12,"-16.56.16.34.16,12",P,-16.56.16.34.16.34.16.56.16-12,1
Penge Bob Minor,6,12,"-16.56.16.34.56,12",P,-16.56.16.34.56.34.16.56.16-12,1
Scrabster Bob Minor,6,12,"-16.56.36-56,12",P,-16.56.36-56-36.56.16-12,1
Storey Bob Minor,6,12,"-16.56.36-56,16",P,-16.56.36-56-36.56.16-16,1
Netherstove Bob Minor,6,12,"-16.56.36.12.56,12",P,-16.56.36.12.56.12.36.56.16-12,1
Benwick Bob Minor,6,12,"-16.56.36.12.56,16",P,-16.56.36.12.56.12.36.56.16-16,1
Birsay Bob Minor,6,12,"-16.56.36.1234.56,12",P,-16.56.36.1234.56.1234.36.56.16-12,1
